-3.230440764143215349e-01,-1.771353892580678491e-01,-3.078866889385468708e-01,-5.088051623483013097e-01,-3.351248221836051755e-01,-4.650335434211088637e-01,-4.158826097887533546e-01,-6.555971500098927152e-01,-9.205209680316953635e-01,5.817500814866116698e-02,9.486804713248607746e-01,3.153193940601135004e-01,-3.110666567259025572e-01,1.841916868343937697e-01,-4.075183987061685442e-03,-2.196545060713832043e-01,1.535579930323714704e-01,9.319899776846569950e-02,4.321164283137392953e-02,4.321164283137392953e-02,-9.446525268135341075e-03,7.658165318466697569e-01
-3.347051600912592240e-01,3.496153639743209696e-01,-4.419366472355497621e-01,-1.587433210766558411e-01,-3.740505797548774325e-01,-4.560083016943251022e-01,-3.842365866367415395e-01,-1.275022368675635953e-01,-4.346621820268524727e-01,-5.428983045019896564e-02,1.204942309544621004e+00,2.579301624679283256e-01,-2.340801227553286901e-01,-1.520577131661261516e-01,-2.058430168760599227e-02,1.664761344923272324e-01,-9.884390337915154034e-03,-1.039995635105083610e-01,-1.353593790788806539e-01,-1.353593790788806539e-01,-1.077814460315442043e-02,5.743964627024180647e-01
3.642492018303866708e+00,8.715401461370945180e-01,4.015224466139796000e+00,3.707252138467078684e-01,3.505549924848590848e+00,2.249440630052125911e+00,1.033774578429995428e+00,8.246555178726198976e-02,1.632445379372732486e+00,-3.708004047693342020e+00,7.316717773210911213e-01,-3.770793895303469867e+00,-6.921499998802436160e-01,-2.212997188104711022e+00,-5.303501965862084333e+00,-6.815773678598009422e-01,8.556988164957320953e-01,2.158619422540588584e+00,-2.778981334916364343e+00,-2.778981334916364343e+00,4.449127761610919052e+00,1.203772998549164530e+00
-1.865748195386562058e-01,3.428023222657044511e-01,-1.528914246576372760e-01,-4.037866099668076525e-01,-4.519020948974218910e-01,-3.816827815914006217e-01,-2.495726583303087831e-01,-3.486270146179560325e-01,-3.971089084741359909e-01,-4.712513252504549333e-02,1.281099399169609576e+00,3.612307793338622730e-01,-2.186828159612139721e-01,-4.735364676885863155e-01,-2.058430168760599227e-02,5.454372406158628506e-01,1.044276461342821705e+00,5.893441700987391840e-01,-1.382301216660130061e-01,-1.382301216660130061e-01,2.010036814756947787e-01,7.303736415894405143e-01
3.525219736058161857e+00,1.716875386027381656e-01,3.814149528694291913e+00,-9.463824639378580761e-01,5.192332752937055318e+00,1.859231649511772444e+00,-3.364308920879579556e-01,-7.592429869324522906e-01,6.319880739889859322e-01,-3.866257478269476966e+00,2.359261707552275655e-01,-3.816705280577217252e+00,-8.191777809316901360e-01,-2.186931343143430073e+00,-5.914339320782259435e+00,-1.091265050155514782e+00,-3.924615819809468276e-01,1.047203763947999189e+00,-3.475869658890454073e+00,-3.475869658890454073e+00,3.041630536741087187e+00,9.771421053725124484e-01
-1.263318489070278938e-01,2.333000242040931260e-01,-1.487023634608559408e-01,-8.238608194927821149e-01,-1.275207818034864715e-01,-4.050422307666055044e-01,-4.475286329407649477e-01,-4.983404259186924867e-01,-5.762710892720283029e-01,2.167165667599016410e-02,1.227617341703634901e+00,3.382750866969878589e-01,-5.112316450493946673e-01,-2.563210930112481134e-01,-5.360253708869695127e-02,2.688980550662537494e-01,-6.853039601749620624e-02,2.464343538057866823e-01,-4.366853178686470535e-03,-4.366853178686470535e-03,-2.141897920046926806e-01,7.533503927981363146e-01
-2.762089673314828686e-01,5.330546592774447756e-01,-4.251804024484244215e-01,-2.637618734581494984e-01,-4.778525999449367290e-01,-4.066349204830967956e-01,-2.677522886516773282e-01,3.677595190616316789e-01,-2.654619980671982238e-01,1.005299203579577104e-02,1.302836899762910949e+00,3.612307793338622730e-01,-4.650397246670503471e-01,-4.135850242776411556e-01,-5.360253708869695127e-02,4.542817313050664385e-01,1.441941648444080570e-01,1.807634096743262753e-01,-1.014846165507801018e-01,-1.014846165507801018e-01,-3.606135670480496991e-01,5.415057850326692596e-02
2.521711460247342718e+00,2.397739192599089020e-01,2.616078026414828450e+00,-6.838360829841240163e-01,2.597282248185571074e+00,1.484949566136331445e+00,5.355180436961941570e-01,1.047300890568441806e-01,1.044338982585508058e+00,-3.560528539955835736e+00,6.899158238198653814e-01,-3.656015432119099184e+00,-8.653697013140349004e-01,-2.082667963298308056e+00,-3.949754314417375234e+00,4.649499985520182468e-03,1.479807297582919956e+00,2.445005434159700730e+00,-2.933880252011259682e+00,-2.933880252011259682e+00,3.632709690324088303e+00,2.439563164606621815e-01
-2.644286496701180877e-01,9.151753032604312832e-01,-4.084241576612990254e-01,-1.018582718700134643e-01,-5.557041150874812985e-01,-3.200987792204060822e-01,-1.176020085900047196e-01,8.511435848012812722e-01,7.002526395227729461e-01,-1.406932982507492491e-01,1.363570810649658016e+00,1.890630845573068042e-01,-2.494774295494434080e-01,-7.394080862936485143e-01,-8.662077248978791721e-02,8.178795493425127239e-01,1.407696775696291924e+00,8.051482056191182624e-01,-2.620512075938610796e-01,-2.620512075938610796e-01,-3.610608787346260978e-02,4.369331032431748030e-01
-1.055641523529311954e+00,-8.347259061893406162e-01,-1.074484887949532119e+00,-1.366456673463832594e+00,-6.076051251825109745e-01,-8.987760428788895695e-01,-8.245876321987767321e-01,-1.896745040135828564e+00,-1.734971727484521553e+00,5.300862916811251990e-01,-7.141819708241240461e-01,4.071421646076102130e-01,-9.115616216963786655e-01,9.583472821844268852e-01,-3.709341938815147177e-02,-1.152718202499871003e+00,-6.268742584415556429e-01,7.029955189570917529e-02,5.262655398223871073e-01,5.262655398223871073e-01,-8.899730165783817926e-01,-4.307856581046696220e-01
